"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"","42d783a6-2974-4dee-8cac-f50621a23b67","","","","","","SQ5444384","Text","MAKE IT RAIN","","","","","20.00","0.00","No","Unlimited","","","0.3","6.0","6.0","6.0","",""
"","05dcbe87-0e6c-442f-bb3e-8eb0212e41f2","","","","","","SQ2380827","Text","MINT","","","","","20.00","0.00","No","Unlimited","","","0.3","6.0","6.0","6.0","",""
"","30866262-03c8-47b3-8c8c-917595e67a54","","","","","","SQ0556610","Text","PAPER","","","","","20.00","0.00","No","Unlimited","","","0.3","6.0","6.0","6.0","",""
"","a15b135a-866c-41f5-a46d-76a71dd2befe","","","","","","SQ5558374","Text","PATRON","","","","","20.00","0.00","No","Unlimited","","","0.3","6.0","6.0","6.0","",""
"","5dac0e3d-d96d-40a1-bc5a-e50673b39667","","","","","","SQ9247344","Text","PIZZA MONEY","","","","","20.00","0.00","No","Unlimited","","","0.3","6.0","6.0","6.0","",""
"","c1d2c2d6-a14c-4f6f-ace6-e4dc11ae227a","","","","","","SQ2015474","Text","SEXY MF","","","","","20.00","0.00","No","Unlimited","","","0.3","6.0","6.0","6.0","",""
"","bd3fb4b6-9e47-4fe6-91e3-a5b5e2acbd84","","","","","","SQ2374454","Text","SHEKEL SHAKER","","","","","20.00","0.00","No","Unlimited","","","0.3","6.0","6.0","6.0","",""
"","8ebf2ffb-6bea-4e87-bbbc-2d60bc738b05","","","","","","SQ4267976","Text","SHOT CALLER","","","","","20.00","0.00","No","Unlimited","","","0.3","6.0","6.0","6.0","",""
"","55253f7d-d3e7-420c-9e7c-a9822a38bcd9","","","","","","SQ8571566","Text","STASH","","","","","20.00","0.00","No","Unlimited","","","0.3","6.0","6.0","6.0","",""
"","35e715a4-fe50-4f92-a5a2-fcb1a825a86f","","","","","","SQ0940314","Text","SUGAR DADDY","","","","","20.00","0.00","No","Unlimited","","","0.3","6.0","6.0","6.0","",""
"","ee03f082-b8a4-4956-ad3d-d4b54de342f0","","","","","","SQ2008764","Text","SUGAR MOMMA","","","","","20.00","0.00","No","Unlimited","","","0.3","6.0","6.0","6.0","",""
"","e0600835-924e-402b-8a00-c56dc77a3b56","","","","","","SQ0773084","Text","WAD","","","","","20.00","0.00","No","Unlimited","","","0.3","6.0","6.0","6.0","",""
"","d5876075-f422-488a-9618-6db69e351ec2","","","","","","SQ3992101","Text","YOLO","","","","","20.00","0.00","No","Unlimited","","","0.3","6.0","6.0","6.0","",""
"","9dee2555-93c9-40da-90ee-17b2b8edbb1e","","","","","","SQ5986942","Text","""CUSTOM""","","","","","20.00","0.00","No","Unlimited","","","0.3","6.0","6.0","6.0","",""
"56942b217086d73920fdc241","d79e5f7b-efbe-44f6-8229-e8c6fb81da54","PHYSICAL","shop","galaxia-stud","Galaxia Stud","<p class="""" style=""white-space:pre-wrap;"">Do you gaze at the sky and dream of otherworldly interactions? The Galaxia Studs will serve as a totem to remind you of your infinite stardust.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: sterling silver,&nbsp;24k gold leaf, resin</strong></p>","SQ6193719","","","","","","","68.00","0.00","No","Unlimited","Earrings, $100 and Under","sterling silver, 24k gold leaf, resin, Galaxia, hammered, studs, stud earrings","0.1","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/59787b756f4ca3e9c151d0bc/1598061155393/GLX.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd2a1586ad8ea66151354ab/1598061155362/*glx.std%2Br.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5d7a076d17444913dd734741/1598061155453/_MG_4274.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/59787c9ecd39c3c4a109d850/1598061155117/glx.std.jpg"
"570918d85559863dc75c269a","63711534-356f-4e7c-85d0-4a59b939a7ba","PHYSICAL","shop","daria-earring","Daria Hoop","<p class="""" style=""white-space:pre-wrap;"">Add this striking number to your repertoire of sleek, professional jewelry looks. Polished to a smooth, high finish, the Daria Hoop is the perfect everyday ear cuff.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: sterling silver or 14k gold-filled, sterling silver posts &amp; nuts</strong></p>","SQ2050758","Metal","Sterling silver","","","","","68.00","0.00","No","Unlimited","$100 and Under, Earrings","hoops, hoop earrings, sterling silver, 14k gold, gold-filled, statement earrings","0.1","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c4a7e6baa4a999610376314/1577806127519/DARIA.GF.HP.4.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f4e8782d4302a350afa5209/1598982025426/IMG_3766.JPG https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a872bbae2c4832f51af42a7/1577806139211/DARIA%2BEAR%2B1.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c58726af4e1fc2c1ee03a57/1585697081396/DARIA.SS.R.HP.2.jpg"
"","f330a79e-4fd9-44ea-a064-c9b2799d8b3f","","","","","","SQ3518550","Metal","14k Gold-filled","","","","","78.00","0.00","No","Unlimited","","","0.1","6.0","6.0","6.0","",""
"57091ddd20c64757953356d9","601c0f00-8087-4049-87cd-56b763d23b9b","PHYSICAL","shop","python-cuff","Python Cuff","<p class="""" style=""white-space:pre-wrap;"">Evolved from ring to wrist, our popular Python Series has grown. With the Python Cuff, the collection's signature snakeskin texture is etched in an acid bath and finished to a high polish that lures all eyes.</p><p class="""" style=""white-space:pre-wrap;"">Click <a href=""http://forgeandfinish.com/braceletring-size-guide"" target=""_blank"">here</a>&nbsp;for Bracelet Size Guide.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: bronze or sterling silver</strong></p>","SQ5796528","Metal","Bronze","Size","S","","","48.00","0.00","No","Unlimited","Bracelets + Cuffs, $50 and Under","Python, cuff, stackable","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/57091e0120c647579533579b/1574086127478/PYTHONCUFF2.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd2a755334d8b233762f560/1574086844390/*pyt.ss.r%2Bcff.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5d0cedcd8a95f10001dc84ed/1574086844415/pyt.ss.cuff.png"
"","99bddffc-b102-42ec-8314-3d3fbe3d502a","","","","","","SQ4931310","Metal","Bronze","Size","M","","","48.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","4d19cff2-7b5d-464c-ba93-4bc5116f86a6","","","","","","SQ0102640","Metal","Bronze","Size","L","","","48.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c23ee4a9-738f-4a31-ab42-6b2ae50cd952","","","","","","SQ8567613","Metal","Sterling Silver","Size","S","","","120.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","d84c3286-ebd1-464c-8b10-e9ea06655055","","","","","","SQ4143569","Metal","Sterling Silver","Size","M","","","120.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","ac3ca360-22ad-40fa-8731-c85816436463","","","","","","SQ2483687","Metal","Sterling Silver","Size","L","","","120.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"57091ea25559863dc75c4661","ea8c1d51-a5aa-419c-aa93-fd26934d505d","PHYSICAL","shop","micro-bangle","Micro Bangle","<p class="""" style=""white-space:pre-wrap;"">Bare one or stack an arsenal of Micro Bangles that will sing sweet bangle chimes throughout your day.</p><p class="""" style=""white-space:pre-wrap;"">Click <a href=""http://forgeandfinish.com/braceletring-size-guide"" target=""_blank"">here</a>&nbsp;for Bracelet Size Guide.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: 14k gold-filled or sterling silver</strong></p>","SQ0144350","Metal","14k Gold-filled","Size","S","","","48.00","0.00","No","Unlimited","Bracelets + Cuffs, $50 and Under","stackable, bangle, delicate, 14k gold, gold-filled, sterling silver","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5b6b919eb8a0455c2c88b8d9/1573940544220/MICRO.GF.BNGL2.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd298bb01bff5552dc67ac1/1574086816822/daria.gf.r%3Amcr.r%3Ast.stkr%3Amcr.bngl2.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5b6b919e4d7a9c53e59bebeb/1574086816815/MICRO.SS.BNGL.jpg"
"","d2808416-4e60-4b8c-b0e5-7b70d7e88474","","","","","","SQ7074110","Metal","14k Gold-filled","Size","M","","","48.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","7eed4aef-615f-4278-b460-0fc47ed8122b","","","","","","SQ9595339","Metal","14k Gold-filled","Size","L","","","48.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","cfa3604c-dae1-4a49-a300-656ae5501a5c","","","","","","SQ3248676","Metal","Sterling Silver","Size","S","","","48.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","8124046c-e522-4ff9-9698-a34697a5869b","","","","","","SQ7992512","Metal","Sterling Silver","Size","M","","","48.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","e757fa77-15a2-4662-be2d-b1d0c27b4be0","","","","","","SQ7542432","Metal","Sterling Silver","Size","L","","","48.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"570926af01dbae3cd4119f85","bdf391be-3eef-4c60-8cd1-d97a0608a3d2","PHYSICAL","shop","moon-sliver-necklace","Moon Sliver Necklace","<p class="""" style=""white-space:pre-wrap;"">This sweet little number is the kind of necklace that stays on for weeks. The Moon Sliver Necklace's two-tone fusion of metals means you don't have to switch accessories to match your clothes. She is easy-going and care-free.</p><p class="""" style=""white-space:pre-wrap;"">&nbsp;</p><p class="""" style=""white-space:pre-wrap;""><strong>Material:&nbsp;sterling silver and bronze, 17""L gold-filled chain</strong></p>","SQ9591897","","","","","","","65.00","0.00","No","6","Necklaces, $100 and Under","Moon Phases, pendant necklace, two-toned, mixed metals, sterling silver, bronze, gold-filled","0.0","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/570926b001dbae3cd4119f87/1585697161655/MOONSLIVERNKL.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c587de3e5e5f0f803c06921/1585697161670/MP.MNSLV.NKL.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c5bd555971a185663405634/1585697161700/MP.MNSLV.NKL.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c5bd555eb393140dc7ad0a3/1585697161721/MP.MNSLV.NKL.1+copy.jpg"
"57092741f8508296817c1a00","8fd2c8ab-7299-452f-b220-16d0d348de1e","PHYSICAL","shop","moon-slice-necklace","Moon Slice Necklace","<p class="""" style=""white-space:pre-wrap;"">Compared to other pendants from the Moon Phase Collection, The Moon Slice Necklace hangs lower with a skewed built-in bale for a little boost on the swag scale. Choose this two-tone necklace when you're looking to stand out.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: sterling silver &amp; bronze, 24""L gold-filled chain</strong></p>","SQ6707670","","","","","","","126.00","0.00","No","0","Necklaces","Moon Phases, pendant necklace, sterling silver, bronze, two-toned, mixed metals","1.0","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/57092741f8508296817c1a01/1598061010309/MOONSLICE+NKL.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd2b346f0f321105e57625e/1598061010272/hlfmn.pnd.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd2b363f9021f1559381549/1598061010278/mp.hlfmn.pnd%3Adaria.gf.r.jpg"
"5732256a3c44d8e8c9ec3e7c","dce31e8d-efcc-4f39-afe2-d4688ffa2b8d","PHYSICAL","shop","moon-speckle-ring","Moon Speckle Ring","<p class="""" style=""white-space:pre-wrap;"">This darling number likes to show a little skin through its confetti-like piercings. Its hand-cut, random pattern ensures that no two Moon Speckle Rings are exactly alike.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: brazed sterling silver and bronze</strong></p>","SQ9638231","Size","Custom","","","","","98.00","0.00","No","Unlimited","Rings, $100 and Under","Moon Phases, sterling silver, bronze, statement ring","1.0","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5732256c3c44d8e8c9ec3e82/1598061720744/mp.mnspkl.r.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f4e81d4ca84d43de37925af/1598985614033/IMG_3853.JPEG https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f4e8216fa27bc4ec504edc5/1598985614041/IMG_3813.JPG https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f4e81f252be1870def0a05e/1598985614039/IMG_3749.JPEG"
"58e55c7629687f547cb2fb15","345495ff-4555-40a6-b345-3dbbbfb75302","PHYSICAL","shop","cubic-kiss-ring","Cubic Kiss Ring","<p class="""" style=""white-space:pre-wrap;"">The Cubic Kiss Ring, an expression of balance, pairs beautifully with our Python Cross-Tip Ring.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: brass, sterling silver</strong></p>","SQ9316835","Size","6.5","","","","","72.00","0.00","No","1","Rings, $100 and Under","brass, sterling silver","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/592df32debbd1ad9561021ab/1577805885992/CUBKKISSRNG2.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f4e8402ff77db23ad3ace30/1598981127625/IMG_3942.JPEG https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f4e8415520edd1076bda166/1598981148267/IMG_3667.JPEG"
"","8485d6f0-c50e-4305-97c8-57dec8d73209","","","","","","SQ1570324","Size","7.5","","","","","72.00","0.00","No","2","","","0.0","0.0","0.0","0.0","",""
"","d1df9f18-5db7-461d-8bac-1fff57c45511","","","","","","SQ4345238","Size","8.5","","","","","72.00","0.00","No","1","","","0.0","0.0","0.0","0.0","",""
"58e56828414fb5affd68be8d","7e3006aa-e179-4369-af51-ee927ee4f02d","PHYSICAL","shop","valyrian-steel-pendant","Valyrian Steel Necklace","<p class="""" style=""white-space:pre-wrap;"">Hand-etched with precision and forged with care, the Valyrian Steel Pendant doubles as weaponry.</p><p class="""" style=""white-space:pre-wrap;""><strong>Material: brass, 24""L sterling silver chain</strong></p>","SQ0777328","","","","","","","118.00","0.00","No","Unlimited","Necklaces","pendant necklace, acid-etched, brass, sterling silver","0.0","2.0","0.25","0.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/58e568371b10e39f4d60b36f/1598062417434/VALYRIAN+STEELPND.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f407f6a6c65f16b60e3b8e0/1598062510666/VLYRN.PND_TLN.R.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f407ad87e9b7e522a33a2de/1598061371767/STP_ROOF_ORMESneedle6_IG.jpg"
"59304d211b10e3bb33d90966","9037c1fa-3365-4359-88f5-73527a723027","PHYSICAL","shop","talo-lariat","Talo Lariat","<p class="""" style=""white-space:pre-wrap;""><strong>A sleek lariat necklace that’s equal parts edgy and elegant, the Talo Lariat looks just as cool in one cohesive metal finish or in two-tone gold and silver.</strong></p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: 2mm black or white cubic zirconia, 28""L sterling silver ball chain, lariat (no clasp)</strong></p><p class="""" style=""white-space:pre-wrap;""><em>Available in solid 14k Gold or in two-tone gold and silver (seen in image 2). For pricing contact: forgeandfinish@gmail.com.</em></p>","SQ7596440","Stone","Black","","","","","178.00","0.00","No","Unlimited","Necklaces","14k gold, lariat, sterling silver, Talo","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/59304d613a04118ff99c59f8/1598061702294/met%27et+talo+lariot+sterling+white2.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5ae4405188251bd2b3b2651f/1598061702331/how+to+talo+LRT+14k+.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd2ae212ed49f029ebd0129/1598061702310/talo.lrt%3Ast.stkr.jpg"
"","06c8d334-737d-4cb0-b53f-e6f23fcd7406","","","","","","SQ1998384","Stone","White","","","","","178.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"597882e9a5790abbc976de28","e87e5ca3-2431-4ca7-8d60-4b23bd5453da","PHYSICAL","shop","talon-ring","Talon Ring","<p class="""" style=""white-space:pre-wrap;"">The Talon Series has graced ears, necks, and wrists. Now is the year of the Talon Ring. Add this striking piece to your collection or begin collecting here.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: brass, sterling silver</strong></p>","SQ5490966","Size","5","","","","","78.00","0.00","No","Unlimited","Rings, $100 and Under","statement ring, brass, sterling silver, Talon","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c5118ea70a6ad90ec33ad3c/1577805454647/TLN.R.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd2a9c0d544886fe7a87aea/1585671831966/tln.r.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5978830b414fb5f93d376cfe/1585671831978/tln.r.jpg"
"","3696323d-e780-4aab-92ad-2e7432766618","","","","","","SQ7900268","Size","6","","","","","78.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","75f3d2cf-f550-465a-b651-276c5168225d","","","","","","SQ9172550","Size","7","","","","","78.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","563bb3fe-059d-4541-a350-17abef30986f","","","","","","SQ1912902","Size","8","","","","","78.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"5978878fcd0f68d2902d29b6","6acbc319-e135-48b3-880e-8b74006a799a","PHYSICAL","shop","satellite-necklace","Satellite Necklace","<p>The Satellite Necklace floats at the collar-bone, adding glimpses of sparkle as you go about your day.</p><p> </p><p><strong>Material: sterling silver, crushed pyrite, resin</strong></p>","SQ7735730","","","","","","","82.00","0.00","No","Unlimited","Necklaces, $100 and Under","pendant necklace, sterling silver, crushed pyrite, resin","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/597887986a49638cf1937aef/1577804091764/SATSM.PND.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd2b790cbb3a3150eb01aba/1577804099181/sat.nkl%3Ar.jpg"
"5a561d80e4966b9db47e15b0","a555742c-7e39-4ceb-a5ac-ad83a22cc7f0","PHYSICAL","shop","notch-ring-wide","Notch Ring (wide)","<p class="""" style=""white-space:pre-wrap;"">Double the width of the Notch Ring for double the impact. A minimal look at first glance, but take a closer look at the subtle yet fine detail of the staggered notch carvings. Opt for a classic design that wears well as an alternative wedding band — available in finer metals.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Materials:&nbsp;sterling silver,&nbsp;10k gold, 14k gold</strong></p>","SQ0623587","Metal","Sterling Silver","","","","","126.00","0.00","No","Unlimited","Rings, Fine Jewelry","wedding band, Notch, sterling silver, 10k gold, 14k gold","0.0","0.0","0.0","0.0","No","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a561e2c24a6942696392920/1584988796296/NOTCH+RING+XL.jpg"
"","a195014b-c7b9-4043-892a-d81d85440bfa","","","","","","SQ6486166","Metal","10k Gold","","","","","570.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","df87094e-0b48-48ac-9926-5643e202134b","","","","","","SQ5110237","Metal","14k Gold","","","","","820.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"5a56221ce4966b9db47eb075","0fe4e1d2-2014-42ff-99b9-b64d07d8c5c3","PHYSICAL","shop","chaos","Chaos | Bus Stop X Forge &amp; Finish","<p class="""" style=""white-space:pre-wrap;"">Chaos is a cocktail ring with oxidized heavy cross-hatch texture on top and a smooth and high-polished finish everywhere else.</p><p class="""" style=""white-space:pre-wrap;""><strong>Material: sterling silver</strong></p>","SQ2836610","Size","6.5","","","","","395.00","0.00","No","1","Rings","statement ring, cocktail ring, sterling silver","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a56221ce4966b9db47eb077/1577813046589/Chaos+Front_FF.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a56221ce4966b9db47eb07d/1585509098199/Chaos+Back_FF.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd2bd0430289f452b024307/1585509098241/Forge-Finish-poolside-lookbook_0003.jpg"
"5a56222e53450a0fe1c03fb3","cfa27624-3590-445f-95c8-483ff012d5ea","PHYSICAL","shop","electra","Electra | Bus Stop X Forge &amp; Finish","<p class="""" style=""white-space:pre-wrap;"">A triple-finger stunner, Electra breaks boundaries by slipping past the knuckles while politely leaving space to highlight other rings. <em>*</em><strong><em>sizing includes center finger</em></strong><em>*</em></p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: sterling silver</strong></p>","SQ8107343","Hand","Left","Size","5/6/7","","","295.00","0.00","No","0","Rings","statement ring, sterling silver","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a56222e53450a0fe1c03fb8/1577813401782/Electra+Side_FF.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a56222e53450a0fe1c03fbe/1577813410976/FF-poolside-shoot-200.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a56222e53450a0fe1c03fc1/1577813406260/FF-poolside-shoot-163.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a56222e53450a0fe1c03fb5/1577813417326/Electra+Front_FF.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a56222e53450a0fe1c03fbb/1577813422464/FF-poolside-shoot-028.jpg"
"5a56223853450a0fe1c04148","9e326327-c049-415f-99be-a09ad09a05bc","PHYSICAL","shop","enoki","Enoki | Bus Stop X Forge &amp; Finish","<p class="""" style=""white-space:pre-wrap;"">A double-finger ring, the graduated Enoki mushroom caps span major real estate for a bold look.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: sterling silver </strong></p>","SQ8462555","Size","5/6","","","","","225.00","0.00","No","1","Rings","statement ring, sterling silver","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a56223853450a0fe1c0414d/1574084495587/Enoki%2BAngle_FF.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a56223853450a0fe1c04159/1573940714942/FF-poolside-shoot-028.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a56223853450a0fe1c0414a/1573940714979/Enoki+Front_FF.jpg"
"5a5622418165f51d860897c3","293d4863-965a-44ff-863d-0ad2c21ef2da","PHYSICAL","shop","fragment","Bus Stop X Forge & Finish | Fragment","<p>This collection's signature chaotic oxidized texture takes on another form, joining together two fingers for twice as much fun.</p><p><strong>Material: sterling silver</strong></p>","SQ6610310","Size","6/7","","","","","225.00","0.00","No","1","","","0.0","0.0","0.0","0.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a5622418165f51d860897c5/1585509143461/FF_Fragment+Front.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a5622418165f51d860897c8/1585509143474/FF-poolside-shoot-174.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a5622418165f51d860897ce/1585509143641/FF-poolside-shoot-229.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a5622418165f51d860897cb/1585509143473/FF-poolside-shoot-130.jpg"
